productType,stream,crCode,lloydsTitle,internalKey,requiredness,applicability,sourceEntity,sourceField,sourcePath,sourceKind,authoritativeSource,derivationRule,fallbackRule,sourceReliability,validationRules,exampleValue,notes
MOTOR,risk,CR0377,CR0377 Cover Type Level,cr0377,mandatory,always,policy,quoteData.coverRequired,$.coverRequired,json_snapshot,false,,policy.coverTypeCode -> quoteData.coverRequired,medium,requiredness:mandatory;severity:error;applicability:always,policy.coverTypeCode -> quoteData.coverRequired,
MOTOR,risk,CR1275,CR1275 Vehicle Type Code,cr1275,mandatory,always,policy,quoteData.vehicleType,$.vehicleType,json_snapshot,false,,policy.vehicleTypeCode -> quoteData.vehicleType,medium,requiredness:mandatory;severity:error;applicability:always,policy.vehicleTypeCode -> quoteData.vehicleType,
TRAVEL,claims,CR0001,CR0001 Reporting Period Start,cr0001,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0002,CR0002 Reporting Period End,cr0002,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0005,CR0005 UMR,umr,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0006,CR0006 Agreement Number,agreement,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0007,CR0007 Section Number,section,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0013,CR0013 Coverholder Name,cr0013,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0014,CR0014 Coverholder PIN,cr0014,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0029,CR0029 Certificate Reference,certificate,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0030,CR0030 Risk Inception Date,riskInception,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0031,CR0031 Risk Expiry Date,riskExpiry,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0104,CR0104 Claim Reference,claimRef,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0105,CR0105 Claim Status,claimStatus,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0106,CR0106 Referred to Underwriters,referred,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0107,CR0107 Denial,denial,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0109,CR0109 Original Currency,currency,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0116,CR0116 Loss Country,lossCountry,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0117,CR0117 Cause of Loss Code,causeCode,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0118,CR0118 Loss Description,lossDesc,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0119,CR0119 Date of Loss From,lossFrom,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0120,CR0120 Date of Loss To,lossTo,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0126,CR0126 Paid This Month Indemnity,paidIndP,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0127,CR0127 Paid This Month Fees,paidFeesP,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0128,CR0128 Previously Paid Indemnity,paidIndPrev,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0129,CR0129 Previously Paid Fees,paidFeesPrev,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0130,CR0130 Reserve Indemnity,reserveInd,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0131,CR0131 Reserve Fees,reserveFees,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0134,CR0134 Total Incurred Indemnity,incurredInd,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0135,CR0135 Total Incurred Fees,incurredFees,mandatory,always,,,,,false,,,,requiredness:mandatory;severity:;applicability:always,,
TRAVEL,claims,CR0137,CR0137 Date Closed,dateClosed,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0155,CR0155 Total Incurred,incurredTotal,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0306,CR0306 Date Re-opened,reopenedAt,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0311,CR0311 Date Claim Denied,deniedAt,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0312,CR0312 Reason for Denial,deniedReason,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0316,CR0316 Date Claim Withdrawn,withdrawnAt,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0375,CR0375 Recoveries Received To Date,recoveriesReceived,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,claims,CR0376,CR0376 Recoveries Outstanding,recoveriesOutstanding,optional,always,,,,,false,,,,requiredness:optional;severity:;applicability:always,,
TRAVEL,premium,CR0001,CR0001 Reporting Period Start Date,cr0001,mandatory,always,reportingPeriod,startDate,,constant,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,premium,CR0002,CR0002 Reporting Period End Date,cr0002,mandatory,always,reportingPeriod,endDate,,constant,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,premium,CR0005,CR0005 UMR,cr0005,mandatory,always,binder,umr,,typed_column,false,,policy.umr -> policy.policyNumber,high,requiredness:mandatory;severity:error;applicability:always,policy.umr -> policy.policyNumber,
TRAVEL,premium,CR0006,CR0006 Agreement Number,cr0006,mandatory,always,binder,agreementNumber,,typed_column,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,premium,CR0010,CR0010 Year of Account,cr0010,mandatory,always,binder,config.reporting.yearOfAccount,$.reporting.yearOfAccount,computed,false,,policy.inceptionDate.year,high,requiredness:mandatory;severity:error;applicability:always,policy.inceptionDate.year,
TRAVEL,premium,CR0013,CR0013 Coverholder Name,cr0013,mandatory,always,binder,coverholderName,,typed_column,true,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,premium,CR0014,CR0014 Coverholder PIN,cr0014,mandatory,always,binder,coverholderPin,,typed_column,true,,,medium,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,premium,CR0016,CR0016 Risk Code,cr0016,mandatory,always,binder,config.reporting.riskCode,$.reporting.riskCode,json_snapshot,false,,AUTO_MOTOR,medium,requiredness:mandatory;severity:error;applicability:always,AUTO_MOTOR,
TRAVEL,premium,CR0017,CR0017 Class of Business,cr0017,mandatory,always,binder,config.reporting.classOfBusiness,$.reporting.classOfBusiness,json_snapshot,false,,MOTOR,medium,requiredness:mandatory;severity:error;applicability:always,MOTOR,
TRAVEL,premium,CR0019,CR0019 Type of Insurance,cr0019,mandatory,always,product,insuranceType,,constant,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,premium,CR0020,CR0020 Original Currency,cr0020,mandatory,always,premiumTransaction,currency,,typed_column,false,,quoteResponse.currency -> binder.defaultCurrency -> EUR,high,requiredness:mandatory;severity:error;applicability:always,quoteResponse.currency -> binder.defaultCurrency -> EUR,
TRAVEL,premium,CR0021,CR0021 Total Gross Written Premium,cr0021,mandatory,always,riskTransaction,pricingFinal.premium,,derived_projection,false,riskTransaction.pricingFinal premium after transaction,premium gross movement (CR0059),high,requiredness:mandatory;severity:error;applicability:always,premium gross movement (CR0059),"Whole-risk written premium snapshot after the transaction movement, not just the row delta."
TRAVEL,premium,CR0022,CR0022 Risk Transaction Type,cr0022,mandatory,always,riskTransaction,transactionType,,typed_column,false,,maps INCEPTION/ENDORSEMENT/CANCELLATION -> NB/PAM/CAN,high,requiredness:mandatory;severity:error;applicability:always,maps INCEPTION/ENDORSEMENT/CANCELLATION -> NB/PAM/CAN,
TRAVEL,premium,CR0026,CR0026 Policy or Group Reference,cr0026,mandatory,always,policy,policyNumber,,typed_column,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,premium,CR0029,CR0029 Certificate Reference,cr0029,mandatory,always,policy,certificateNumber,,typed_column,false,,policy.certificateReference,high,requiredness:mandatory;severity:error;applicability:always,policy.certificateReference,Premium movements reuse policy certificate reference unless a dedicated endorsed schedule reference is introduced.
TRAVEL,premium,CR0030,CR0030 Risk Inception Date,cr0030,conditional,risk_not_submitted_separately,policy,inceptionDate,,typed_column,false,,,high,requiredness:conditional;severity:warning;applicability:risk_not_submitted_separately,,
TRAVEL,premium,CR0031,CR0031 Risk Expiry Date,cr0031,conditional,risk_not_submitted_separately,policy,expiryDate,,typed_column,false,,,high,requiredness:conditional;severity:warning;applicability:risk_not_submitted_separately,,
TRAVEL,premium,CR0035,CR0035 Insured Name,cr0035,conditional,risk_not_submitted_separately,policyHolder,name,,typed_column,false,,,high,requiredness:conditional;severity:warning;applicability:risk_not_submitted_separately,,
TRAVEL,premium,CR0056,CR0056 Premium Transaction Type,cr0056,mandatory,always,premiumTransaction,transactionType,,typed_column,false,issuance and movement-sign based mapping to Original/Additional/Return Premium,NB/NB-COC/RNL->Original Premium; positive movement->Additional Premium; negative/refund->Return Premium,high,requiredness:mandatory;severity:error;applicability:always,NB/NB-COC/RNL->Original Premium; positive movement->Additional Premium; negative/refund->Return Premium,Financial premium movement type for Lloyd’s export; not an internal workflow code.
TRAVEL,premium,CR0057,CR0057 Effective Date of Transaction,cr0057,mandatory,always,premiumTransaction,createdAt,,typed_column,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,premium,CR0058,CR0058 Expiry Date of Transaction,cr0058,conditional,premium_has_transaction_expiry,riskTransaction,expiryDate,,typed_column,false,,policy.expiryDate,high,requiredness:conditional;severity:warning;applicability:premium_has_transaction_expiry,policy.expiryDate,
TRAVEL,premium,CR0059,CR0059 Gross Premium Paid This Time,cr0059,mandatory,always,premiumTransaction,grossPremium,,typed_column,false,,quoteResponse.primaryOption.annualPremium,high,requiredness:mandatory;severity:error;applicability:always,quoteResponse.primaryOption.annualPremium,
TRAVEL,premium,CR0061,CR0061 Commission Percentage,cr0061,mandatory,premium_has_commission,premiumTransaction,commissionPercent,,typed_column,false,,binder.financials.commissionRate -> binder.config.reporting.commissionPercent -> 30,high,requiredness:mandatory;severity:error;applicability:premium_has_commission,binder.financials.commissionRate -> binder.config.reporting.commissionPercent -> 30,
TRAVEL,premium,CR0062,CR0062 Commission Amount,cr0062,mandatory,premium_has_commission,premiumTransaction,commissionAmount,,typed_column,false,CR0059 * CR0061 / 100,,high,requiredness:mandatory;severity:error;applicability:premium_has_commission,,
TRAVEL,premium,CR0064,CR0064 Total Taxes and Levies,cr0064,mandatory,premium_has_taxes,premiumTransaction,taxesTotal,,typed_column,false,stampDuty from pricing cost breakdown,2,high,requiredness:mandatory;severity:error;applicability:premium_has_taxes,2,Tax bucket only (stamp duty). Do not include MIF surcharge in CR0064.
TRAVEL,premium,CR0065,CR0065 Net Premium to London (Original Currency),cr0065,mandatory,always,premiumTransaction,netToLondon,,typed_column,false,CR0059 - CR0062,,high,requiredness:mandatory;severity:error;applicability:always,,Net to London is gross premium less commission. Fees/taxes are not subtracted from CR0065 in current model.
TRAVEL,premium,CR0066,CR0066 Settlement Currency,cr0066,conditional,settlement_currency_differs,binder,settlementCurrency,,typed_column,false,,premiumTransaction.settlementCurrency -> premiumTransaction.currency,high,requiredness:conditional;severity:warning;applicability:settlement_currency_differs,premiumTransaction.settlementCurrency -> premiumTransaction.currency,
TRAVEL,premium,CR0067,CR0067 Rate of Exchange,cr0067,conditional,settlement_currency_differs,premiumTransaction,fxRate,,computed,false,,premiumTransaction.exchangeRate -> 1,medium,requiredness:conditional;severity:warning;applicability:settlement_currency_differs,premiumTransaction.exchangeRate -> 1,
TRAVEL,premium,CR0068,CR0068 Net Premium to London (Settlement Currency),cr0068,conditional,settlement_currency_differs,premiumTransaction,netToLondonSettlement,,computed,false,,netToLondon * exchangeRate,medium,requiredness:conditional;severity:warning;applicability:settlement_currency_differs,netToLondon * exchangeRate,
TRAVEL,premium,CR0077,CR0077 Tax 1 Territory,cr0077,optional,always,taxLine,jurisdiction,,typed_column,false,,,medium,requiredness:optional;severity:info;applicability:always,,
TRAVEL,premium,CR0078,CR0078 Tax 1 Type,cr0078,optional,always,taxLine,taxType,,typed_column,false,,,medium,requiredness:optional;severity:info;applicability:always,,
TRAVEL,premium,CR0079,CR0079 Tax 1 Taxable Amount,cr0079,optional,always,taxLine,taxableAmount,,typed_column,false,,,medium,requiredness:optional;severity:info;applicability:always,,
TRAVEL,premium,CR0080,CR0080 Tax 1 Rate,cr0080,optional,always,taxLine,rate,,typed_column,false,,,medium,requiredness:optional;severity:info;applicability:always,,Intentionally blank when tax is fixed-amount and CR0081 is populated.
TRAVEL,premium,CR0081,CR0081 Tax 1 Fixed Rate,cr0081,optional,always,taxLine,fixedRate,,typed_column,false,,,medium,requiredness:optional;severity:info;applicability:always,,"For fixed-amount taxes (e.g. stamp duty), CR0081 is populated while CR0080 remains blank."
TRAVEL,premium,CR0083,CR0083 Tax 1 Amount,cr0083,optional,always,taxLine,taxAmount,,typed_column,false,,,medium,requiredness:optional;severity:info;applicability:always,,
TRAVEL,premium,CR0288,CR0288 Number of Instalments,cr0288,mandatory,always,policy,quoteData.numberOfInstalments,,derived_projection,false,,1,medium,requiredness:mandatory;severity:error;applicability:always,1,
TRAVEL,premium,CR0289,CR0289 Instalment Basis,cr0289,mandatory,always,policy,quoteData.instalmentBasis,,derived_projection,false,,Single,medium,requiredness:mandatory;severity:error;applicability:always,Single,
TRAVEL,premium,CR0925,CR0925 Total Fee Amount,cr0925,mandatory,premium_has_fees,premiumTransaction,feesTotal,,typed_column,false,mifSurcharge from pricing cost breakdown,9,high,requiredness:mandatory;severity:error;applicability:premium_has_fees,9,Fee bucket only (MIF surcharge). Do not include stamp duty in CR0925.
TRAVEL,premium,CR1297,CR1297 Lloyds Platform,cr1297,mandatory,always,binder,config.reporting.lloydsPlatform,,json_snapshot,false,,binder.reportingConfig.destinationPlatform -> binder.config.reporting.lloydsPlatform -> LBS for ABBEYGATE0125,medium,requiredness:mandatory;severity:error;applicability:always,binder.reportingConfig.destinationPlatform -> binder.config.reporting.lloydsPlatform -> LBS for ABBEYGATE0125,Canonical source is binder reporting config; ABBEYGATE0125 uses LBS default until config is explicitly set.
TRAVEL,risk,,Travel Cover Type,travelCoverType,optional,always,policy,quoteData.travellers.coverType,$.travellers.coverType,json_snapshot,false,,,,requiredness:optional;severity:info;applicability:always,,
TRAVEL,risk,,Travel Destinations,travelDestination,optional,always,policy,quoteData.trip.destinations,$.trip.destinations,json_snapshot,false,,,,requiredness:optional;severity:info;applicability:always,,
TRAVEL,risk,,Travel Plan Type,travelPlanType,optional,always,policy,quoteData.trip.planType,$.trip.planType,json_snapshot,false,,,,requiredness:optional;severity:info;applicability:always,,
TRAVEL,risk,CR0001,CR0001 Reporting Period Start Date,cr0001,mandatory,always,reportingPeriod,startDate,,constant,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0002,CR0002 Reporting Period End Date,cr0002,mandatory,always,reportingPeriod,endDate,,constant,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0005,CR0005 UMR,cr0005,mandatory,always,binder,umr,,typed_column,false,,policy.umr -> policy.policyNumber,high,requiredness:mandatory;severity:error;applicability:always,policy.umr -> policy.policyNumber,
TRAVEL,risk,CR0006,CR0006 Agreement Number,cr0006,mandatory,always,binder,agreementNumber,,typed_column,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0010,CR0010 Year of Account,cr0010,mandatory,always,binder,config.reporting.yearOfAccount,$.reporting.yearOfAccount,computed,false,,policy.inceptionDate.year,high,requiredness:mandatory;severity:error;applicability:always,policy.inceptionDate.year,
TRAVEL,risk,CR0013,CR0013 Coverholder Name,cr0013,mandatory,always,binder,coverholderName,,typed_column,true,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0014,CR0014 Coverholder PIN,cr0014,mandatory,always,binder,coverholderPin,,typed_column,true,,,medium,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0016,CR0016 Risk Code,cr0016,mandatory,always,binder,config.reporting.riskCode,$.reporting.riskCode,json_snapshot,false,,AUTO_MOTOR,medium,requiredness:mandatory;severity:error;applicability:always,AUTO_MOTOR,
TRAVEL,risk,CR0017,CR0017 Class of Business,cr0017,mandatory,always,binder,config.reporting.classOfBusiness,$.reporting.classOfBusiness,json_snapshot,false,,MOTOR,medium,requiredness:mandatory;severity:error;applicability:always,MOTOR,
TRAVEL,risk,CR0019,CR0019 Type of Insurance,cr0019,mandatory,always,product,insuranceType,,constant,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0020,CR0020 Original Currency,cr0020,mandatory,always,policy,quoteResponse.currency,$.currency,json_snapshot,false,,binder.defaultCurrency -> EUR,high,requiredness:mandatory;severity:error;applicability:always,binder.defaultCurrency -> EUR,
TRAVEL,risk,CR0022,CR0022 Risk Transaction Type,cr0022,mandatory,always,riskTransaction,transactionType,,typed_column,false,,defaults to INCEPTION,high,requiredness:mandatory;severity:error;applicability:always,defaults to INCEPTION,
TRAVEL,risk,CR0026,CR0026 Policy or Group Reference,cr0026,mandatory,always,policy,policyNumber,,typed_column,true,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0030,CR0030 Risk Inception Date,cr0030,mandatory,always,policy,inceptionDate,,typed_column,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0031,CR0031 Risk Expiry Date,cr0031,mandatory,always,policy,expiryDate,,typed_column,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0035,CR0035 Insured Name,cr0035,mandatory,always,policyHolder,name,,typed_column,false,,,high,requiredness:mandatory;severity:error;applicability:always,,
TRAVEL,risk,CR0052,CR0052 Sum Insured Amount,cr0052,conditional,risk_level_financials_included,policy,quoteData.quote.coverLimit,$.quote.coverLimit,json_snapshot,false,,,,requiredness:conditional;severity:warning;applicability:risk_level_financials_included,,
TRAVEL,risk,CR0059,CR0059 Gross Premium Paid This Time,cr0059,conditional,risk_level_financials_included,policy,quoteResponse.primaryOption.annualPremium,$.primaryOption.annualPremium,json_snapshot,false,,,medium,requiredness:conditional;severity:warning;applicability:risk_level_financials_included,,
